Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
948d4555e59daa,0f3c5d92faeed0,439a32792aa00f,0,0,0.0,0,0,0,73,0,0,0,0.0,1338,duo,45,43,1500,0,0.0,0,0.0,0,0,104.1,1,0,0.1818
0de58da51fe2ee,21d28e1bb677f4,af7ecab1e992ea,0,0,0.0,0,0,0,62,1430,0,0,0.0,1948,solo-fpp,94,91,0,0,0.0,0,0.0,0,0,505.1,4,1676,0.4731
2377dbfe7ea2eb,8f3f24d4019375,838cb29103410a,1,0,20.85,0,0,0,82,1135,0,0,0.0,1300,squad-fpp,27,25,-1,0,0.0,0,0.0,0,0,264.1,2,1502,0.1538
4835b9412d9224,11f90ca63b4cec,113557cd473b74,0,0,0.0,0,0,0,95,0,0,0,0.0,1308,solo-fpp,96,93,1494,0,0.0,0,0.0,0,0,0.0,0,0,0.0
0ab4d68dc13593,549366aa7eca34,65e9c0c66f4b4d,0,0,19.45,0,0,0,90,0,0,0,0.0,1894,duo,49,48,1482,0,0.0,0,0.0,0,0,95.15,1,0,0.0417
b05e33d9c0d265,09d523271c09f3,ed30a560cf35ef,0,6,301.6,2,0,4,29,0,1,1,11.18,1729,squad,26,25,1518,1,2719.0,0,0.0,0,0,3183.0,6,0,0.68
d51cb44d8b90d1,e47ee25654b32b,5d2bb22e1d212c,0,0,410.5,4,1,0,13,1729,2,1,140.8,1385,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,2409.0,5,1678,1.0
83fbe5e585d224,9f293a93c49a47,5aef20e7f891d3,0,0,158.3,1,1,0,19,1290,2,1,39.94,1892,duo-fpp,49,48,-1,1,3310.0,0,0.0,0,0,789.3,3,1526,0.5625
51cc281acaa8ff,8730d45736ace8,59c1964147e83c,0,0,100.0,0,0,1,36,0,1,1,11.67,1352,solo-fpp,96,93,1709,0,0.0,0,0.0,0,0,597.5,4,0,0.5579
46fb6b72ce706f,fb32ec5746c350,66aa276b045691,0,1,0.0,0,0,2,45,0,0,0,0.0,1567,squad,26,26,1494,0,0.0,0,0.0,0,0,1964.0,5,0,0.72
483188782dc3a6,0c09f682070207,430e246bcb082c,0,0,0.0,0,0,0,93,1462,0,0,0.0,1356,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,56.57,1,1448,0.0345
fdce1c7fc8c2b8,6832264ff850f1,afa00bae8ea7df,1,2,291.6,1,1,1,9,0,3,2,45.49,1374,squad-fpp,28,27,1500,0,0.0,0,0.0,0,0,724.6,3,0,0.8889
b742f72f2c14bc,72abf979439da7,740307761c154c,0,0,0.0,0,0,0,48,0,0,0,0.0,1459,solo-fpp,95,93,1579,0,0.0,0,0.0,0,0,727.3,2,0,0.6702
f765b85beba400,0696c63be73933,b1a08468a65f4e,0,0,0.0,0,0,0,87,1024,0,0,0.0,1889,duo-fpp,46,45,-1,0,0.0,0,0.0,0,0,114.4,0,1503,0.0444
8a30be8cc5281f,278b5da0771915,074173c9067118,0,0,0.0,0,0,0,76,0,0,0,0.0,1885,duo-fpp,50,47,1480,0,0.0,0,0.0,0,0,47.57,0,0,0.3061
081259874a461e,d0f811ca9129a7,611d2c39d45a03,1,0,224.3,2,0,0,20,0,2,2,24.8,1355,squad,27,27,1630,0,0.0,0,0.0,0,0,161.3,2,0,0.3077
c5251b79c70f20,cdc778bca5a15b,230f99c37e8d39,0,0,0.0,0,0,0,87,0,0,0,0.0,1424,solo-fpp,94,93,1819,0,0.0,0,0.0,0,0,38.18,2,0,0.086
b7927c4443e2d9,cfea1ea7cb3ee8,166581ad47540a,0,1,0.0,0,0,2,54,0,0,0,0.0,1385,squad,27,26,1490,0,0.0,0,0.0,0,0,2251.0,5,0,0.5769
4ad5098fe9affe,7373a2358c3791,e13bcc914b93fc,2,3,432.4,2,2,0,7,0,3,1,105.8,1825,duo-fpp,50,49,1478,0,0.0,0,0.0,0,0,4041.0,6,0,1.0
85be6e336db7d6,80de34e4b4110e,10dd14f35f56f3,0,0,195.1,2,0,0,12,1818,3,2,23.24,1308,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,173.8,2,1539,0.1071
10bb4db4b5e04e,eec173576790a5,bed85cbaec1b8a,0,0,0.0,0,0,0,63,0,0,0,0.0,1418,duo-fpp,44,43,1428,0,0.0,0,0.0,0,0,169.4,2,0,0.3256
45d4d9ebcaadb7,deead3658f9967,d1a8c4a2780634,1,3,407.5,1,0,3,26,0,1,1,11.86,1390,duo-fpp,46,46,1512,1,0.0,0,0.0,0,0,1675.0,5,0,0.8889
abef4ce77219d4,b0505c5cb086f7,a3c4e6776ce0ea,1,8,597.4,3,1,4,8,0,3,1,82.32,1863,squad,24,23,1445,1,0.0,0,0.0,0,0,4713.0,6,0,1.0
1a70f59cfed1a6,8ba025310b977a,b1d39b4ba00833,0,0,88.38,1,0,0,31,0,1,1,1.18,1383,squad-fpp,26,25,1564,0,0.0,0,0.0,0,0,571.4,3,0,0.48
dbaaad912f4b5a,0c3d9a9a0b237a,cc95558cc73ba8,0,0,0.0,0,0,0,44,0,0,0,0.0,1982,squad,27,26,1410,0,3376.0,0,0.0,0,0,699.6,6,0,0.8462
7e1e39e4d7ba56,7e1855ebc41cde,0ad644b025b06e,0,1,189.5,0,0,0,33,1369,1,1,6.912,1266,squad-fpp,28,27,-1,1,0.0,0,0.0,0,0,294.3,3,1430,0.3333
ae5b5e231c447e,b16d887427ffd5,3f7886f90e9283,1,0,123.2,1,0,0,23,1511,1,1,0.8152,1777,squad,28,28,-1,0,0.0,0,0.0,0,0,319.5,3,1654,0.963
1b59c1de961933,3dadbb481b324a,b4d58dca063dcf,0,0,0.0,0,0,0,73,0,0,0,0.0,1897,squad,30,29,1469,0,2255.0,0,0.0,0,0,1207.0,6,0,0.2759
abac0cbea5b7bf,5ea6d3f81e39dc,4ac30b5eab93f5,0,0,0.0,0,0,0,47,1307,0,0,0.0,1753,squad-fpp,30,26,-1,0,0.0,0,0.0,0,0,492.3,4,1539,0.7586
c0f2029cbd67e2,625f8398523553,8c1aa6cad20fd9,2,0,50.77,0,0,0,76,0,0,0,0.0,1404,squad,29,28,1472,0,0.0,0,0.0,0,0,422.7,2,0,0.1786
4d1e2d97d830fd,b047ece76aef2b,b35b100b12f8e6,0,0,0.0,0,0,0,76,0,0,0,0.0,1403,solo-fpp,94,92,1503,0,0.0,0,0.0,0,0,116.8,3,0,0.2581
a63ebaa2bc1587,963fcba68ea327,d1016e5da0dca8,0,0,0.0,0,0,0,87,0,0,0,0.0,1399,solo-fpp,96,94,1499,0,0.0,0,0.0,0,0,35.73,1,0,0.0947
cfdaa22b911704,4cb3fd735c4734,b3b148b1a93a38,0,2,0.0,0,0,1,53,0,0,0,0.0,1452,squad,31,28,1395,0,667.0,0,0.0,0,0,2153.0,7,0,0.6333
3c3570c8daf837,05f161af014d5d,b8e1d18f1bd9c5,0,0,73.71,0,0,1,67,0,0,0,0.0,1789,solo-fpp,94,92,1668,0,0.0,0,0.0,0,0,1373.0,2,0,0.3978
71bb38c020f0f3,e8fd097539b07b,0eeee7c4ebd8e9,0,2,137.3,1,0,0,51,1165,0,0,0.0,1837,squad-fpp,28,28,-1,0,1156.0,0,0.0,0,0,2990.0,7,1474,0.6667
b1616f65bb0a5d,fb5f24538887b0,fa399aa4249555,0,0,0.0,0,0,2,58,1000,0,0,0.0,1840,solo,95,89,-1,0,0.0,0,0.0,0,0,1166.0,6,1500,0.4681
3f1233923a9b69,7eb097867b41b0,a7a7981883ca49,2,5,466.8,1,0,10,17,0,2,1,96.42,1372,squad-fpp,28,26,1611,0,0.0,0,0.0,0,0,3088.0,7,0,0.8889
b11dc5add4c628,8c40b7e2e8cff6,ad5aa91567eafe,1,5,95.08,0,0,11,12,0,2,1,43.26,1411,duo-fpp,46,45,1705,1,0.0,0,0.0,0,0,3816.0,11,0,1.0
056b8b4928e8b4,377020240be6d0,462e08ffa03009,0,3,87.05,0,0,7,44,1084,0,0,0.0,1871,duo-fpp,50,47,-1,1,5972.0,0,0.0,0,0,1349.0,4,1478,0.7551
4c981d89269c32,f8a8d969c4e1f3,1a6aa32f1d51a7,3,1,448.1,2,0,2,11,0,3,1,177.3,1777,duo-fpp,47,45,1521,0,979.3,0,0.0,0,0,1626.0,12,0,0.5652
c0dd21a5cf1705,2676583110ad84,546d78703270e4,0,0,0.0,0,0,0,59,0,0,0,0.0,1368,solo-fpp,96,95,1566,0,0.0,0,0.0,0,0,397.6,4,0,0.4947
359dd6c7bdc7bd,c2d55a0c3f4732,a2bf373bfb8b27,0,4,172.1,0,0,2,27,0,1,1,23.77,1954,duo-fpp,47,46,1484,0,4935.0,0,0.0,0,0,3326.0,4,0,0.8261
d7b9c10ddcc204,13fe21ed43a065,05468fee0dc2d1,0,0,161.7,1,1,1,43,0,1,1,19.89,1402,squad,29,29,1237,0,0.0,0,0.0,0,0,314.6,2,0,0.25
f85abdb3ad0863,9cb0e3999ba30e,1ef8321085451c,1,1,492.8,5,0,4,3,0,4,2,81.26,1884,squad-fpp,30,30,1491,0,2540.0,0,0.0,0,0,4365.0,8,0,0.931
1c8efe176d57c6,a1bc3f64d5177f,833a55f2e2f413,0,0,33.11,0,0,0,62,1094,0,0,0.0,1383,duo-fpp,49,48,-1,0,0.0,0,0.0,0,0,879.4,2,1527,0.5625
4e98c11b2eda0e,ab60e83b49d86d,d172d5b2d1e52d,0,1,200.0,1,0,0,22,0,2,2,30.39,1280,duo-fpp,48,46,1466,0,0.0,0,0.0,0,0,449.9,4,0,0.5106
ce45935a46861c,4f5f1a352325bd,b8725e8c116b1b,1,0,0.0,0,0,1,69,0,0,0,0.0,1830,duo-fpp,49,48,1494,0,0.0,0,0.0,0,0,618.5,5,0,0.3958
c48590ee76d109,bef87ad588e6c2,79869fc32e77af,0,0,194.1,1,0,9,15,1103,2,1,33.17,1305,duo-fpp,48,46,-1,1,0.0,0,0.0,0,0,1474.0,3,1497,0.6809
45ae1865e9dd88,fa27063841c022,db96674abd25fc,0,0,54.18,0,0,0,63,1045,0,0,0.0,1879,squad,28,27,-1,0,0.0,0,0.0,0,0,756.0,3,1462,0.3704
a2b84ce616acda,30169eed19cc34,ba0d4d6b82def5,0,1,100.0,1,1,0,32,1221,1,1,48.45,1373,squad,26,26,-1,1,0.0,0,0.0,0,0,494.1,4,1382,0.44
fca289c4ff98cc,1818783594e045,ecadbf71683b30,0,3,463.0,3,1,2,2,1584,4,1,17.68,1274,squad-fpp,28,26,-1,2,0.0,0,60.84,0,0,2932.0,5,1536,0.963
54f8974a24d7ab,a9672f175e2436,831872ded8d409,1,3,301.5,2,2,4,17,0,2,2,53.21,1665,squad-fpp,29,27,1500,0,1078.0,0,0.0,0,0,1728.0,8,0,0.7143
55ea60f855649a,f8c827d2fa9954,2c30ddf481c52d,0,0,51.45,0,0,0,66,1000,0,0,0.0,1886,solo-fpp,97,94,-1,0,0.0,0,0.0,0,0,353.3,5,1500,0.4271
f683b6de67f24a,2e93bcb3e1759a,b3b9d086504a8a,0,0,0.0,0,0,0,100,1052,0,0,0.0,1436,duo,50,47,0,0,0.0,0,0.0,0,0,9.336,0,1508,0.0
6964555329b23b,ebb0d0db173be2,5db1cd944fc4c3,0,0,100.0,2,0,0,37,0,1,1,8.909,1401,squad-fpp,29,29,1438,1,0.0,0,0.0,2,0,324.7,3,0,0.3571
ed0986358d7f3d,dae088ab347a04,aef1f0bd14494d,1,0,553.3,3,1,0,11,1290,3,2,28.32,1389,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,306.1,2,1495,0.4167
bfccd1d88aac95,a0659ecf849982,d1d527177bcb0b,0,0,89.87,0,0,0,77,0,0,0,0.0,1340,squad,30,30,1469,0,0.0,0,0.0,0,0,515.4,1,0,0.1034
c2e00be83df4eb,79e8cc7b82d8b2,c47debc9f73247,0,0,0.0,0,0,0,67,1004,0,0,0.0,1380,duo,49,46,-1,0,0.0,0,0.0,0,0,648.3,5,1507,0.3542
a7e9cecfd80b89,d0f600c099b0f0,fd6b05c9ab1b61,0,0,161.1,0,0,0,94,0,0,0,0.0,1320,squad-fpp,27,27,1475,0,0.0,0,0.0,0,0,78.63,2,0,0.0
54a3f77b5f118b,b2615973a48533,e56dc59b0918fc,0,0,32.3,0,0,0,90,0,0,0,0.0,1396,solo-fpp,97,94,1514,0,0.0,0,0.0,0,0,41.92,1,0,0.0729
a2e7039eb80234,a0ca1163aab631,89f1300fbad284,0,0,75.0,1,0,0,70,0,0,0,0.0,1822,squad-fpp,27,26,1461,0,0.0,0,0.0,0,0,361.0,5,0,0.1923
d62597420f4aff,c2b9a595fe6c0c,5f41dc255c7595,0,3,227.9,1,1,0,7,0,3,1,118.8,1933,duo-fpp,49,48,1583,0,0.0,0,0.0,0,0,2099.0,5,0,0.75
6df8add58536f9,33b049948bc90d,d03115fd7ab45c,1,4,670.1,4,0,1,2,0,5,2,46.68,1400,duo-fpp,50,47,1464,1,0.0,0,0.0,0,0,3343.0,4,0,1.0
690d1b47b745d0,ecf49eccd59c0b,3c2b025ecd8fa0,0,2,63.34,0,1,1,31,0,1,1,65.8,1369,squad,28,28,1483,1,0.0,0,0.0,0,0,316.0,4,0,0.3704
6dc1c3a2772af3,86dd4dfa58a6ac,3fecc4adf60aac,0,1,395.4,4,1,0,21,0,2,1,53.17,1378,squad-fpp,28,28,1452,1,0.0,0,0.0,0,0,485.4,5,0,0.5185
5766379337d412,b854927bbe438e,90c6bbbf73c76e,1,3,0.0,0,0,5,52,0,0,0,0.0,1842,squad-fpp,28,28,1510,1,183.5,0,0.0,1,0,3358.0,5,0,0.6667
edb8eaf81a7bf7,5bbe8061f9b561,ee1d0c8115b9d2,0,0,0.0,0,0,0,85,1152,0,0,0.0,1914,squad,28,28,-1,0,0.0,0,0.0,0,0,225.4,2,1517,0.0741
6fdbe08f3bc190,987bce708b6bdb,f3208fefcf2261,1,0,0.0,0,0,1,71,1427,0,0,0.0,1321,squad-fpp,27,27,-1,1,0.0,0,0.0,0,0,134.2,4,1573,0.2692
59c446ffff0a0c,c65f0b1f4c58e1,af425e4059a445,0,2,69.3,0,0,0,66,0,0,0,0.0,1853,solo-fpp,99,97,1488,0,0.0,0,0.0,0,0,769.4,2,0,0.4694
cbfb4694f83976,1da0f61202f35a,6d98e784a83df9,1,0,62.25,1,0,0,61,0,0,0,0.0,1885,duo-fpp,50,47,1500,1,0.0,0,0.0,0,0,307.1,6,0,0.4082
9e761d37d20215,07b7323b7adf49,ee070d35d52b9a,2,1,237.8,1,0,1,70,1462,0,0,0.0,1313,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,555.8,5,1540,0.3571
c7db433dfe36e6,fa975a025b7499,df527489e9a76f,0,0,0.0,0,0,2,73,0,0,0,0.0,1356,squad,29,28,1478,0,0.0,0,0.0,0,0,160.1,4,0,0.2143
cb46fbea350d6b,98e77db6a7054c,1a4007238d42fb,0,0,22.05,0,0,0,46,0,0,0,0.0,1730,duo,47,43,1455,0,1381.0,0,0.0,0,0,1586.0,3,0,0.587
e36e88bd24aff9,ff5fad1edb9ab2,e88b48cfdfdafb,0,0,34.0,0,0,0,62,1016,0,0,0.0,1387,duo,48,46,-1,1,0.0,0,0.0,0,0,220.2,1,1478,0.4255
3b0e4ccd1323db,4f7ee3f44d06f8,7897971288c8e5,0,0,50.69,0,0,0,76,0,0,0,0.0,1304,solo-fpp,96,94,1519,0,0.0,0,0.0,0,0,74.01,3,0,0.2632
ece263fe80cc0b,4e3dfe18e10a5e,831d979936fb21,1,3,18.47,0,0,0,51,0,0,0,0.0,1245,squad-fpp,28,28,1422,2,0.0,0,0.0,0,0,1268.0,5,0,0.6667
2c4fe5aba19f34,baf0d897155fe7,892981aee07b99,0,0,139.8,1,0,0,42,0,1,1,12.54,1369,duo-fpp,49,46,1465,0,0.0,0,0.0,0,0,598.2,3,0,0.3958
2a63a79938f395,8518c3e893ff1c,89fbeb46c89ff9,0,0,0.0,0,0,0,68,0,0,0,0.0,1883,duo-fpp,47,43,1548,0,0.0,0,0.0,0,0,790.7,0,0,0.2826
4198ef35775309,ae07177b9e2be2,98249433317a6d,1,1,99.98,0,0,1,52,0,0,0,0.0,1322,duo-fpp,48,44,1500,1,577.2,0,0.0,0,0,1856.0,3,0,0.7447
1eecedea8c65f9,2aaf974e7d71f1,f67d1ffc71f430,1,5,101.6,1,0,1,28,1637,1,1,66.88,1361,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,2419.0,5,1516,0.8723
bf9f8f04a04706,737f86c684a4bc,93aa204e9c193e,0,0,101.8,0,0,0,35,1008,1,1,0.4454,1804,solo-fpp,92,88,-1,0,0.0,0,0.0,0,0,105.0,3,1502,0.1758
0eb1f41c21541c,30433a7dd103e0,824293b38503f2,0,0,0.0,0,0,0,59,0,0,0,0.0,1372,duo,48,43,1521,0,0.0,0,0.0,0,0,234.6,2,0,0.3404
db478fa5a635bd,e37d49ef6e15ef,8496ef0899066f,1,0,198.7,2,0,1,18,0,2,2,51.12,1337,squad-fpp,27,27,1311,1,0.0,0,0.0,0,0,615.8,4,0,0.5
19f7b76b69d697,48acd5384d9c46,3ef2ce2a750b8e,0,5,431.6,0,1,1,5,1135,4,1,53.01,1890,solo-fpp,97,95,-1,0,1861.0,0,0.0,0,0,1603.0,3,1500,0.7083
a80d4bae2cb019,26a9fdb2ea03fd,55269bfc1b42b3,0,0,100.0,1,0,0,40,0,1,1,17.58,1364,duo-fpp,49,45,1466,0,0.0,0,0.0,0,0,487.0,2,0,0.2708
1eeab52b145718,23a264e65293c4,a0b5e3f2fbf664,0,0,100.0,0,1,0,42,0,1,1,3.274,1883,solo,98,95,1525,0,0.0,0,0.0,0,0,184.9,3,0,0.2062
a9eb199bcf6c21,85af87d287ae0c,affa269087d2ad,0,0,0.0,0,0,0,71,0,0,0,0.0,1450,solo-fpp,92,90,1514,0,0.0,0,0.0,0,0,69.0,1,0,0.2198
35e015167397d6,a417bbfa6d7be2,0733c2d32c77b5,0,4,272.8,2,0,13,16,1380,2,2,77.89,1347,squad-fpp,28,27,-1,0,549.5,0,0.0,0,0,1912.0,2,1555,0.5556
88932e60c8ece0,8fa204c9ba3654,01f8e99682199f,0,0,0.0,0,0,0,79,1608,0,0,0.0,1341,squad-fpp,30,29,-1,1,0.0,0,0.0,0,0,166.6,2,1559,0.1379
d0b7d0ecfd1e12,c72f21dd28d632,b84600da86dd13,0,0,75.0,1,0,0,31,0,1,1,118.9,1314,squad-fpp,27,27,1283,0,0.0,0,0.0,0,0,804.7,3,0,0.4231
ae037247613c74,f6d00b1b6687d5,f784ff250559fe,0,0,58.11,0,0,0,35,1242,0,0,0.0,1820,duo-fpp,19,19,-1,0,0.0,0,0.0,0,0,85.14,1,1482,0.0556
2b2b87972cc15c,7241595d7f776d,082a6e4f584853,2,4,510.5,4,1,2,2,0,5,2,96.44,1411,duo-fpp,48,46,1508,1,0.0,0,52.13,0,0,3528.0,3,0,1.0
670208c7f8ffe6,4be631cf67d2c8,465642fa8afad7,0,0,253.4,0,0,0,23,1154,1,1,9.618,1422,solo,97,94,-1,0,0.0,0,0.0,0,0,1075.0,2,1572,0.8542
7137dca0896cfe,6c0bc85384d3fa,cf85edcba8c97a,1,1,124.8,0,0,0,76,1233,0,0,0.0,1331,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,70.73,2,1515,0.1429
3f793b518f0706,4a38ef7b84af20,605f6cf468bedb,0,1,353.5,0,1,4,9,0,3,1,236.0,1993,solo-fpp,98,93,1500,0,288.6,0,0.0,0,0,1595.0,7,0,0.6804
03f88e03812012,abfb066ec8a3b7,5ded3b79454812,0,0,0.0,0,0,0,59,0,0,0,0.0,1412,solo-fpp,92,89,1502,0,0.0,0,0.0,0,0,117.1,6,0,0.4615
a520ea9598675b,fb1bb06bb1215e,34532a4d39f75b,0,1,300.0,2,2,2,9,0,3,2,27.38,1395,duo-fpp,49,49,1473,0,0.0,0,0.0,0,0,1408.0,3,0,0.7083
e5a4fbbe5c10cf,302c9129988b3a,732c3b752e055f,0,0,0.0,0,0,0,67,0,0,0,0.0,1939,solo-fpp,93,90,1566,0,0.0,0,0.0,0,0,630.8,5,0,0.3696
2752ad09e319c5,76a6cc37af3dc2,0016fe3ee17ce7,0,0,0.0,0,0,0,87,1157,0,0,0.0,1910,duo,49,47,-1,0,0.0,0,0.0,0,0,105.1,1,1447,0.1042
0ad320f3816ad3,2ffd191fa5ce58,1cd24269a8af31,0,0,30.1,0,0,0,75,0,0,0,0.0,1447,squad-fpp,29,29,1470,0,0.0,0,0.0,0,0,141.7,2,0,0.2857
5d9ce1f6ae5ab2,ea8e0ae9928725,5ca269d4c7f63f,0,0,53.9,0,0,0,87,1384,0,0,0.0,1440,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,108.7,1,1492,0.0357
85ce2fb4705f7a,5e283dfe61cba4,230cc5943ace95,0,0,0.0,0,0,0,99,0,0,0,0.0,1867,duo-fpp,50,48,1500,0,0.0,0,0.0,0,0,50.26,2,0,0.0
724432e70a91e2,d7cb86e3c98718,eda11a9eb20d2f,0,0,0.0,0,0,0,58,0,0,0,0.0,1301,solo-fpp,93,90,1503,0,0.0,0,0.0,0,0,918.7,5,0,0.4891
1f1610e3c68874,88f66008b2ebb9,791e06c7efa19a,0,0,0.0,0,0,0,77,0,0,0,0.0,1358,squad-fpp,24,21,1517,0,0.0,0,0.0,0,0,44.41,1,0,0.0435
2545bcfe1c069e,ea513d56dbcc36,686dd80b301916,0,2,0.0,0,0,1,59,1020,0,0,0.0,1327,squad,26,26,-1,0,0.0,0,0.0,0,0,1513.0,2,1443,0.36
cc94810b34c38a,9d05d614316e35,ea93032582aa63,0,1,168.3,0,0,1,42,0,0,0,0.0,1365,duo-fpp,47,45,1498,0,0.0,0,0.0,0,0,2519.0,4,0,0.7826
21a2175eae3b89,3fb0ebcba01d5b,898fe461e92501,0,0,29.4,0,0,0,53,0,0,0,0.0,1909,duo-fpp,48,46,1491,0,0.0,0,0.0,0,0,1408.0,3,0,0.766
9345e97f6cd22f,a4fdbdc14c1b23,c48e9be29a34fe,0,0,281.1,0,0,0,35,1173,1,1,4.862,1810,solo-fpp,98,96,-1,0,0.0,0,0.0,0,0,181.7,5,1532,0.3608
59f0b67d8cc4b3,d231db89facbd5,8dcc8dbb222ec7,0,0,13.26,0,0,1,26,0,1,1,12.18,1957,duo-fpp,46,45,1505,2,3576.0,0,0.0,0,0,1577.0,7,0,0.5778
18ea2865274e2a,2baa337a1b1bd5,fe2d014d47cabc,0,0,61.74,0,0,0,28,1000,0,0,0.0,1298,normal-solo-fpp,40,40,-1,0,0.0,0,0.0,0,0,1100.0,3,1500,0.3846
48edaac37c8424,e3067ffb67d57c,76ced1ca9e9420,0,0,55.44,0,0,0,72,1249,0,0,0.0,1380,solo-fpp,97,94,-1,0,0.0,0,0.0,0,0,69.23,3,1504,0.2917
ca8093fb977637,267fdb30a72225,b5deb03354e559,0,0,81.9,0,0,1,55,1175,0,0,0.0,1775,squad,31,27,-1,0,5510.0,0,17.63,0,0,2474.0,3,1515,0.5333
0cb8e40e23a932,117636ed13b06a,379d8292cd2540,0,4,34.03,0,0,0,57,1153,0,0,0.0,1325,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,1415.0,5,1579,0.6296
e1f2c8afba51e2,1ce6b25a127e93,38179d6de5e612,0,0,0.0,0,0,1,55,1002,0,0,0.0,1381,solo,99,97,-1,0,0.0,0,0.0,0,0,1281.0,4,1503,0.5918
fdcee705786fd7,54c8e447d80d08,bf9545294de0fb,0,2,0.0,0,0,1,43,0,0,0,0.0,1255,squad,30,28,1499,0,0.0,0,0.0,0,0,2417.0,2,0,0.7931
ab091afbe5a672,f7b2fdb01202a8,7b1c405c33158d,0,4,0.0,0,0,1,46,1000,0,0,0.0,1843,squad-fpp,31,29,-1,0,0.0,0,0.0,0,0,4417.0,8,1500,0.8
fa06a1aaf289b0,3cbac208268a33,c4896989f79353,0,0,39.8,1,0,0,83,1228,0,0,0.0,1294,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,219.1,3,1506,0.1071
cd9560290402d8,1066d71b18fab2,078c4e8c37bd00,1,0,17.1,0,0,0,86,0,0,0,0.0,1794,squad-fpp,31,28,1500,0,0.0,0,0.0,0,0,229.9,1,0,0.0333
a7ff02ee1c8221,8ef398f9f2fee6,18187e10e081cc,0,0,160.2,1,1,0,41,0,1,1,5.875,1309,squad-fpp,32,30,1486,0,0.0,0,0.0,0,0,19.21,1,0,0.0323
07ff4a12e439d5,db99a08af5bbde,f425b0f8828323,0,0,100.0,1,0,1,32,0,1,1,4.21,1278,squad,27,24,1385,0,0.0,0,0.0,0,0,324.1,4,0,0.2692
c8f9bf33610e39,74d7486b5995f1,8a4b2e65d59947,0,1,180.9,1,0,0,25,0,1,1,2.048,1398,squad-fpp,30,30,1479,0,0.0,0,0.0,0,0,2026.0,6,0,0.8276
6b5420d9188868,1910889675216a,529af902ca5741,1,0,137.7,0,0,0,37,0,1,1,4.555,1875,solo-fpp,98,97,1523,0,0.0,0,0.0,0,0,43.28,1,0,0.1856
1379bd011e0b8f,2345b08e206dda,b338075db782b1,0,0,60.75,0,0,0,72,0,0,0,0.0,1969,duo,50,48,1393,0,0.0,0,0.0,0,0,394.3,1,0,0.2857
42179ec0025b02,7d9a890d55767c,1e896a8293c090,0,4,355.2,2,1,4,11,0,3,1,37.92,1397,duo,48,45,1457,0,0.0,0,0.0,0,0,1707.0,3,0,0.6809
526b9165a6658a,51b569af6ac782,8974a6798decb9,0,0,90.3,0,0,0,80,0,0,0,0.0,1366,duo-fpp,48,45,1747,0,0.0,0,0.0,0,0,41.24,2,0,0.0851
69b11b598e7100,91ad02c0eddb2f,fd5d77a6783eed,0,1,100.0,0,0,4,31,0,1,1,5.683,1962,solo-fpp,97,94,1490,0,0.0,0,0.0,0,0,2601.0,8,0,0.6458
10ebfd10b94add,bed09a6a1c9cc9,2dafc779cddc45,0,3,262.7,2,0,1,45,1258,0,0,0.0,1395,squad-fpp,28,28,-1,1,0.0,0,5.751,0,0,3252.0,4,1500,0.8889
e9be2af31e4f8e,cd65b1c625f3a0,1859caa97b3da9,0,0,0.0,0,0,0,87,0,0,0,0.0,1446,squad,28,27,1459,0,0.0,0,0.0,0,0,76.7,1,0,0.1111
1c597ea22d6b29,8d5b82738e8583,b50159ba1326a5,0,0,97.91,0,1,0,41,0,1,1,24.59,1447,solo-fpp,96,95,1524,0,0.0,0,0.0,0,0,391.9,2,0,0.4947
5512a088c74cea,3640e743723241,7a843fe676290c,0,3,0.0,0,0,5,51,0,0,0,0.0,1865,duo-fpp,45,42,1541,0,3381.0,0,0.0,0,0,2189.0,4,0,0.5455
99875f0bf05ede,1f5bf925488c5a,4a00393eddb0d8,0,1,142.7,2,0,4,34,0,1,1,11.05,1330,squad-fpp,28,26,1564,1,0.0,0,0.0,0,0,293.4,3,0,0.4444
291313ea966acd,197f280763ca82,c6fe31006a2c62,0,0,0.0,0,0,0,96,0,0,0,0.0,1395,squad-fpp,28,27,1314,0,0.0,0,0.0,0,0,50.95,0,0,0.037
8d1d54d2db1a65,ab9fc1ef4cd8d6,b0c1bc5d8007f3,1,6,461.6,2,2,7,6,1098,4,1,66.42,1343,duo,50,42,-1,1,447.7,0,0.0,0,0,3078.0,7,1511,0.9796
dbe72c5763af7b,f86b5e89f43a0e,9de1288d35e09a,0,0,126.9,0,0,0,58,1304,0,0,0.0,1353,squad-fpp,30,29,0,0,0.0,0,0.0,0,0,726.8,5,1443,0.4138
